"Status van bewoning";"Perioden";"Regio's";"Totale woningvoorraad (aantal)";"Koopwoningen (aantal)";"Huurwoningen/Totaal huurwoningen (aantal)";"Huurwoningen/Eigendom woningcorporatie (aantal)";"Huurwoningen/Eigendom overige verhuurders (aantal)";"Eigendom onbekend (aantal)"
"Totaal";"2023";"Hengelo (O.)";"   39523";"   22370";"   17143";"   12165";"    4978";"      10"
"Totaal";"2012";"'s-Hertogenbosch";"   63223";"   32591";"   30383";"   23402";"    6981";"     249"
"Totaal";"2013";"'s-Hertogenbosch";"   64413";"   33193";"   30889";"   24147";"    6742";"     331"
"Totaal";"2014";"'s-Hertogenbosch";"   65174";"   33497";"   31190";"   23721";"    7469";"     487"
"Totaal";"2015";"'s-Hertogenbosch";"   68962";"   35750";"   32240";"   24428";"    7812";"     972"
"Totaal";"2016";"'s-Hertogenbosch";"   69726";"   36141";"   32363";"   24186";"    8177";"    1222"
"Totaal";"2017";"'s-Hertogenbosch";"   70255";"   36473";"   32841";"   23900";"    8941";"     941"
"Totaal";"2018";"'s-Hertogenbosch";"   71196";"   36836";"   33409";"   24063";"    9346";"     951"
"Totaal";"2019";"'s-Hertogenbosch";"   72003";"   37820";"   33952";"   24307";"    9645";"     231"
"Totaal";"2020";"'s-Hertogenbosch";"   72991";"   38268";"   34561";"   24469";"   10092";"     162"
"Totaal";"2021";"'s-Hertogenbosch";"   73424";"   38445";"   34844";"   24419";"   10425";"     135"
"Totaal";"2022";"'s-Hertogenbosch";"   74215";"   38853";"   35237";"   24613";"   10624";"     125"
"Totaal";"2023";"'s-Hertogenbosch";"   75246";"   39244";"   35928";"   25199";"   10729";"      74"
"Totaal";"2012";"Heumen";"    6700";"    4813";"    1878";"    1290";"     588";"       9"
"Totaal";"2013";"Heumen";"    6713";"    4841";"    1860";"    1263";"     597";"      12"
"Totaal";"2014";"Heumen";"    6729";"    4843";"    1878";"    1255";"     623";"       8"
"Totaal";"2015";"Heumen";"    6945";"    4893";"    1944";"    1318";"     626";"     108"
"Totaal";"2016";"Heumen";"    6991";"    4901";"    1980";"    1323";"     657";"     110"
"Totaal";"2017";"Heumen";"    7064";"    4913";"    2043";"    1331";"     712";"     108"
"Totaal";"2018";"Heumen";"    7123";"    5028";"    1980";"    1348";"     632";"     115"
"Totaal";"2019";"Heumen";"    7160";"    5107";"    1928";"    1349";"     579";"     125"
"Totaal";"2020";"Heumen";"    7206";"    5129";"    2074";"    1350";"     724";"       3"
"Totaal";"2021";"Heumen";"    7274";"    5188";"    2086";"    1351";"     735";"       0"
"Totaal";"2022";"Heumen";"    7320";"    5231";"    2089";"    1346";"     743";"       0"
"Totaal";"2023";"Heumen";"    7379";"    5276";"    2103";"    1380";"     723";"       0"
"Totaal";"2012";"Heusden";"   17748";"   11969";"    5676";"    4669";"    1007";"     103"
"Totaal";"2013";"Heusden";"   17874";"   11996";"    5804";"    4753";"    1051";"      74"
"Totaal";"2014";"Heusden";"   18050";"   11989";"    5847";"    4763";"    1084";"     214"
"Totaal";"2015";"Heusden";"   18199";"   12049";"    5997";"    4862";"    1135";"     153"
"Totaal";"2016";"Heusden";"   18281";"   12138";"    5932";"    4804";"    1128";"     211"
"Totaal";"2017";"Heusden";"   18352";"   12196";"    5943";"    4802";"    1141";"     213"
"Totaal";"2018";"Heusden";"   18523";"   12370";"    5928";"    4806";"    1122";"     225"
"Totaal";"2019";"Heusden";"   18759";"   12693";"    6050";"    4866";"    1184";"      16"
"Totaal";"2020";"Heusden";"   19193";"   12969";"    6222";"    4984";"    1238";"       2"
"Totaal";"2021";"Heusden";"   19357";"   13096";"    6259";"    5011";"    1248";"       2"
"Totaal";"2022";"Heusden";"   19589";"   13266";"    6317";"    5008";"    1309";"       6"
"Totaal";"2023";"Heusden";"   19761";"   13363";"    6392";"    5057";"    1335";"       6"
"Totaal";"2012";"Hillegom";"    8978";"    5780";"    3175";"    2190";"     985";"      23"
"Totaal";"2013";"Hillegom";"    9163";"    5830";"    3324";"    2267";"    1057";"       9"
"Totaal";"2014";"Hillegom";"    9297";"    5888";"    3324";"    2266";"    1058";"      85"
"Totaal";"2015";"Hillegom";"    9399";"    5935";"    3442";"    2260";"    1182";"      22"
"Totaal";"2016";"Hillegom";"    9398";"    5944";"    3426";"    2456";"     970";"      28"
"Totaal";"2017";"Hillegom";"    9419";"    6000";"    3391";"    2406";"     985";"      28"
"Totaal";"2018";"Hillegom";"    9681";"    6277";"    3391";"    2454";"     937";"      13"
"Totaal";"2019";"Hillegom";"    9766";"    6476";"    3285";"    2505";"     780";"       5"
"Totaal";"2020";"Hillegom";"    9849";"    6562";"    3285";"    2455";"     830";"       2"
"Totaal";"2021";"Hillegom";"    9863";"    6586";"    3275";"    2441";"     834";"       2"
"Totaal";"2022";"Hillegom";"    9990";"    6690";"    3298";"    2436";"     862";"       2"
"Totaal";"2023";"Hillegom";"   10124";"    6763";"    3359";"    2460";"     899";"       2"
"Totaal";"2012";"Hilvarenbeek";"    6115";"    4580";"    1385";"     904";"     481";"     150"
"Totaal";"2013";"Hilvarenbeek";"    6176";"    4677";"    1413";"     842";"     571";"      86"
"Totaal";"2014";"Hilvarenbeek";"    6289";"    4703";"    1508";"     901";"     607";"      78"
"Totaal";"2015";"Hilvarenbeek";"    6297";"    4708";"    1514";"     902";"     612";"      75"
"Totaal";"2016";"Hilvarenbeek";"    6476";"    4731";"    1565";"     903";"     662";"     180"
"Totaal";"2017";"Hilvarenbeek";"    6493";"    4731";"    1616";"     933";"     683";"     146"
"Totaal";"2018";"Hilvarenbeek";"    6522";"    4910";"    1470";"     926";"     544";"     142"
"Totaal";"2019";"Hilvarenbeek";"    6591";"    4999";"    1580";"     935";"     645";"      12"
"Totaal";"2020";"Hilvarenbeek";"    6724";"    5100";"    1620";"     930";"     690";"       4"
"Totaal";"2021";"Hilvarenbeek";"    6865";"    5172";"    1692";"     991";"     701";"       1"
"Totaal";"2022";"Hilvarenbeek";"    6955";"    5256";"    1699";"    1000";"     699";"       0"
"Totaal";"2023";"Hilvarenbeek";"    7030";"    5292";"    1737";"    1008";"     729";"       1"
"Totaal";"2012";"Hilversum";"   38937";"   21053";"   17808";"   12753";"    5055";"      76"
"Totaal";"2013";"Hilversum";"   39673";"   21437";"   18119";"   12735";"    5384";"     117"
"Totaal";"2014";"Hilversum";"   40667";"   21501";"   18432";"   12515";"    5917";"     734"
"Totaal";"2015";"Hilversum";"   40861";"   21585";"   18525";"   12536";"    5989";"     751"
"Totaal";"2016";"Hilversum";"   41123";"   21826";"   18675";"   12494";"    6181";"     622"
"Totaal";"2017";"Hilversum";"   41638";"   22132";"   18795";"   12387";"    6408";"     711"
"Totaal";"2018";"Hilversum";"   41942";"   22192";"   19085";"   12334";"    6751";"     665"
"Totaal";"2019";"Hilversum";"   42324";"   22937";"   19311";"   12773";"    6538";"      76"
"Totaal";"2020";"Hilversum";"   42676";"   23023";"   19620";"   12851";"    6769";"      33"
"Totaal";"2021";"Hilversum";"   42979";"   23078";"   19864";"   12826";"    7038";"      37"
"Totaal";"2022";"Hilversum";"   43398";"   23347";"   20011";"   12940";"    7071";"      40"
"Totaal";"2023";"Hilversum";"   43618";"   23410";"   20184";"   13038";"    7146";"      24"
"Totaal";"2012";"Hoeksche Waard";"";"";"";"";"";""
"Totaal";"2013";"Hoeksche Waard";"";"";"";"";"";""
"Totaal";"2014";"Hoeksche Waard";"";"";"";"";"";""
"Totaal";"2015";"Hoeksche Waard";"";"";"";"";"";""
"Totaal";"2016";"Hoeksche Waard";"";"";"";"";"";""
"Totaal";"2017";"Hoeksche Waard";"";"";"";"";"";""
"Totaal";"2018";"Hoeksche Waard";"";"";"";"";"";""
"Totaal";"2019";"Hoeksche Waard";"   37542";"   26338";"   11154";"    9512";"    1642";"      50"
"Totaal";"2020";"Hoeksche Waard";"   37821";"   26560";"   11225";"    9439";"    1786";"      36"
"Totaal";"2021";"Hoeksche Waard";"   38203";"   26749";"   11317";"    9515";"    1802";"     137"
"Totaal";"2022";"Hoeksche Waard";"   38643";"   27338";"   11257";"    9450";"    1807";"      48"
"Totaal";"2023";"Hoeksche Waard";"   39026";"   27614";"   11378";"    9434";"    1944";"      34"
"Totaal";"2012";"Hof van Twente";"   14642";"    9512";"    4961";"    3324";"    1637";"     169"
"Totaal";"2013";"Hof van Twente";"   14655";"    9594";"    4903";"    3219";"    1684";"     158"
"Totaal";"2014";"Hof van Twente";"   14790";"    9694";"    4934";"    3187";"    1747";"     162"
"Totaal";"2015";"Hof van Twente";"   14903";"    9825";"    4907";"    3124";"    1783";"     171"
"Totaal";"2016";"Hof van Twente";"   14868";"    9841";"    4856";"    3032";"    1824";"     171"
"Totaal";"2017";"Hof van Twente";"   14969";"    9890";"    4902";"    3058";"    1844";"     177"
"Totaal";"2018";"Hof van Twente";"   15054";"   10187";"    4686";"    3059";"    1627";"     181"
"Totaal";"2019";"Hof van Twente";"   15122";"   10270";"    4837";"    3056";"    1781";"      15"
"Totaal";"2020";"Hof van Twente";"   15211";"   10333";"    4874";"    3051";"    1823";"       4"
"Totaal";"2021";"Hof van Twente";"   15279";"   10408";"    4867";"    3039";"    1828";"       4"
"Totaal";"2022";"Hof van Twente";"   15351";"   10486";"    4862";"    3036";"    1826";"       3"
"Totaal";"2023";"Hof van Twente";"   15428";"   10552";"    4872";"    3022";"    1850";"       4"
"Totaal";"2012";"Het Hogeland";"";"";"";"";"";""
"Totaal";"2013";"Het Hogeland";"";"";"";"";"";""
"Totaal";"2014";"Het Hogeland";"";"";"";"";"";""
"Totaal";"2015";"Het Hogeland";"";"";"";"";"";""
"Totaal";"2016";"Het Hogeland";"";"";"";"";"";""
"Totaal";"2017";"Het Hogeland";"";"";"";"";"";""
"Totaal";"2018";"Het Hogeland";"";"";"";"";"";""
"Totaal";"2019";"Het Hogeland";"   22631";"   15197";"    7343";"    5609";"    1734";"      91"
"Totaal";"2020";"Het Hogeland";"   22743";"   15242";"    7467";"    5522";"    1945";"      34"
"Totaal";"2021";"Het Hogeland";"   22878";"   15331";"    7518";"    5405";"    2113";"      29"
"Totaal";"2022";"Het Hogeland";"   22979";"   15440";"    7513";"    5606";"    1907";"      26"
"Totaal";"2023";"Het Hogeland";"   22813";"   15238";"    7548";"    5661";"    1887";"      27"
"Totaal";"2012";"Hollands Kroon";"   20011";"   13681";"    6263";"    5003";"    1260";"      67"
"Totaal";"2013";"Hollands Kroon";"   20184";"   13782";"    6337";"    5034";"    1303";"      65"
"Totaal";"2014";"Hollands Kroon";"   20445";"   13857";"    6399";"    4996";"    1403";"     189"
"Totaal";"2015";"Hollands Kroon";"   20543";"   13951";"    6402";"    4962";"    1440";"     190"
"Totaal";"2016";"Hollands Kroon";"   20554";"   13965";"    6410";"    4866";"    1544";"     179"
"Totaal";"2017";"Hollands Kroon";"   20616";"   14062";"    6379";"    4824";"    1555";"     175"
"Totaal";"2018";"Hollands Kroon";"   20689";"   14274";"    6238";"    4789";"    1449";"     177"
"Totaal";"2019";"Hollands Kroon";"   20786";"   14567";"    6084";"    4821";"    1263";"     135"
"Totaal";"2020";"Hollands Kroon";"   20882";"   14606";"    6250";"    4805";"    1445";"      26"
"Totaal";"2021";"Hollands Kroon";"   20988";"   14759";"    6197";"    4761";"    1436";"      32"
"Totaal";"2022";"Hollands Kroon";"   21208";"   14968";"    6197";"    4755";"    1442";"      43"
"Totaal";"2023";"Hollands Kroon";"   21452";"   15140";"    6261";"    4739";"    1522";"      51"
"Totaal";"2012";"Hoogeveen";"   23279";"   14632";"    8627";"    7358";"    1269";"      20"
"Totaal";"2013";"Hoogeveen";"   23398";"   14716";"    8644";"    7283";"    1361";"      38"
"Totaal";"2014";"Hoogeveen";"   24275";"   14955";"    9196";"    7401";"    1795";"     124"
"Totaal";"2015";"Hoogeveen";"   24443";"   14973";"    9329";"    7219";"    2110";"     141"
"Totaal";"2016";"Hoogeveen";"   24504";"   15042";"    9291";"    7167";"    2124";"     171"
"Totaal";"2017";"Hoogeveen";"   24684";"   15019";"    9512";"    7169";"    2343";"     153"
"Totaal";"2018";"Hoogeveen";"   24867";"   15169";"    9536";"    7288";"    2248";"     162"
"Totaal";"2019";"Hoogeveen";"   25147";"   15427";"    9627";"    7702";"    1925";"      93"
"Totaal";"2020";"Hoogeveen";"   25236";"   15503";"    9614";"    7195";"    2419";"     119"
"Totaal";"2021";"Hoogeveen";"   25496";"   15593";"    9773";"    7274";"    2499";"     130"
"Totaal";"2022";"Hoogeveen";"   25669";"   15677";"    9864";"    7267";"    2597";"     128"
"Totaal";"2023";"Hoogeveen";"   25775";"   15747";"    9902";"    7342";"    2560";"     126"
"Totaal";"2012";"Hoogezand-Sappemeer";"   16379";"    9111";"    7166";"    5586";"    1580";"     102"
"Totaal";"2013";"Hoogezand-Sappemeer";"   15814";"    8922";"    6839";"    5567";"    1272";"      53"
"Totaal";"2014";"Hoogezand-Sappemeer";"   15769";"    8905";"    6832";"    5173";"    1659";"      32"
"Totaal";"2015";"Hoogezand-Sappemeer";"   15908";"    8848";"    6936";"    5209";"    1727";"     124"
"Totaal";"2016";"Hoogezand-Sappemeer";"   15971";"    8885";"    6938";"    5458";"    1480";"     148"
"Totaal";"2017";"Hoogezand-Sappemeer";"   16016";"    8900";"    6988";"    5501";"    1487";"     128"
"Totaal";"2018";"Hoogezand-Sappemeer";"";"";"";"";"";""
"Totaal";"2019";"Hoogezand-Sappemeer";"";"";"";"";"";""
"Totaal";"2020";"Hoogezand-Sappemeer";"";"";"";"";"";""
"Totaal";"2021";"Hoogezand-Sappemeer";"";"";"";"";"";""
"Totaal";"2022";"Hoogezand-Sappemeer";"";"";"";"";"";""
"Totaal";"2023";"Hoogezand-Sappemeer";"";"";"";"";"";""
"Totaal";"2012";"Hoorn";"   30947";"   18372";"   12524";"   10497";"    2027";"      51"
"Totaal";"2013";"Hoorn";"   31354";"   18608";"   12644";"   10509";"    2135";"     102"
"Totaal";"2014";"Hoorn";"   31943";"   18681";"   13093";"   10114";"    2979";"     169"
"Totaal";"2015";"Hoorn";"   32226";"   18858";"   13121";"   10125";"    2996";"     247"
"Totaal";"2016";"Hoorn";"   32423";"   19153";"   13112";"   10053";"    3059";"     158"
"Totaal";"2017";"Hoorn";"   32640";"   19279";"   13163";"   10074";"    3089";"     198"
"Totaal";"2018";"Hoorn";"   32783";"   19633";"   12986";"   10047";"    2939";"     164"
"Totaal";"2019";"Hoorn";"   32744";"   20013";"   12704";"    9854";"    2850";"      27"
"Totaal";"2020";"Hoorn";"   33086";"   20174";"   12896";"    9874";"    3022";"      16"
"Totaal";"2021";"Hoorn";"   33656";"   20344";"   13295";"   10000";"    3295";"      17"
"Totaal";"2022";"Hoorn";"   33983";"   20559";"   13405";"   10004";"    3401";"      19"
"Totaal";"2023";"Hoorn";"   34330";"   20654";"   13660";"   10158";"    3502";"      16"
"Totaal";"2012";"Horst aan de Maas";"   16594";"   12840";"    3700";"    2621";"    1079";"      54"
"Totaal";"2013";"Horst aan de Maas";"   16797";"   12952";"    3806";"    2633";"    1173";"      39"
"Totaal";"2014";"Horst aan de Maas";"   17116";"   12985";"    3952";"    2690";"    1262";"     179"
"Totaal";"2015";"Horst aan de Maas";"   17256";"   13092";"    4004";"    2744";"    1260";"     160"
"Totaal";"2016";"Horst aan de Maas";"   17431";"   13218";"    4051";"    2778";"    1273";"     162"
"Totaal";"2017";"Horst aan de Maas";"   17480";"   13238";"    4145";"    2768";"    1377";"      97"
"Totaal";"2018";"Horst aan de Maas";"   17610";"   13304";"    4201";"    2542";"    1659";"     105"
"Totaal";"2019";"Horst aan de Maas";"   17672";"   13432";"    4164";"    2730";"    1434";"      76"
"Totaal";"2020";"Horst aan de Maas";"   17839";"   13551";"    4283";"    2736";"    1547";"       5"
"Totaal";"2021";"Horst aan de Maas";"   17937";"   13625";"    4305";"    2721";"    1584";"       7"
"Totaal";"2022";"Horst aan de Maas";"   18101";"   13670";"    4427";"    2794";"    1633";"       4"
"Totaal";"2023";"Horst aan de Maas";"   18409";"   13854";"    4549";"    2809";"    1740";"       6"
"Totaal";"2012";"Houten";"   18971";"   12664";"    6154";"    5159";"     995";"     153"
"Totaal";"2013";"Houten";"   19155";"   12723";"    6397";"    5173";"    1224";"      35"
"Totaal";"2014";"Houten";"   19365";"   12906";"    6426";"    4851";"    1575";"      33"
"Totaal";"2015";"Houten";"   19441";"   12988";"    6414";"    5060";"    1354";"      39"
"Totaal";"2016";"Houten";"   19542";"   13080";"    6389";"    4883";"    1506";"      73"
"Totaal";"2017";"Houten";"   19808";"   13159";"    6591";"    4904";"    1687";"      58"
"Totaal";"2018";"Houten";"   20032";"   13197";"    6749";"    4999";"    1750";"      86"
"Totaal";"2019";"Houten";"   20271";"   13777";"    6478";"    5080";"    1398";"      16"
"Totaal";"2020";"Houten";"   20417";"   13835";"    6576";"    5083";"    1493";"       6"
"Totaal";"2021";"Houten";"   20681";"   13955";"    6709";"    5118";"    1591";"      17"
"Totaal";"2022";"Houten";"   20874";"   14078";"    6791";"    5113";"    1678";"       5"
"Totaal";"2023";"Houten";"   21217";"   14145";"    7069";"    5218";"    1851";"       3"
"Totaal";"2012";"Huizen";"   18242";"   10313";"    7924";"    6306";"    1618";"       5"
"Totaal";"2013";"Huizen";"   18316";"   10436";"    7877";"    6232";"    1645";"       3"
"Totaal";"2014";"Huizen";"   18434";"   10564";"    7787";"    6142";"    1645";"      83"
"Totaal";"2015";"Huizen";"   18547";"   10665";"    7796";"    6134";"    1662";"      86"
"Totaal";"2016";"Huizen";"   18592";"   10767";"    7740";"    6047";"    1693";"      85"
"Totaal";"2017";"Huizen";"   18718";"   10675";"    7949";"    6090";"    1859";"      94"
"Totaal";"2018";"Huizen";"   18834";"   10852";"    7866";"    6099";"    1767";"     116"
"Totaal";"2019";"Huizen";"   18874";"   11054";"    7771";"    6144";"    1627";"      49"
"Totaal";"2020";"Huizen";"   18924";"   11042";"    7872";"    6176";"    1696";"      10"
"Totaal";"2021";"Huizen";"   19018";"   11076";"    7934";"    6177";"    1757";"       8"
"Totaal";"2022";"Huizen";"   19080";"   11159";"    7898";"    6207";"    1691";"      23"
"Totaal";"2023";"Huizen";"   19128";"   11181";"    7937";"    6197";"    1740";"      10"
"Totaal";"2012";"Hulst";"   13091";"    9165";"    3811";"    2545";"    1266";"     115"
"Totaal";"2013";"Hulst";"   13046";"    9416";"    3534";"    2521";"    1013";"      96"
"Totaal";"2014";"Hulst";"   13103";"    9303";"    3697";"    2508";"    1189";"     103"
"Totaal";"2015";"Hulst";"   13190";"    9431";"    3636";"    2524";"    1112";"     123"
"Totaal";"2016";"Hulst";"   13272";"    9491";"    3671";"    2540";"    1131";"     110"
"Totaal";"2017";"Hulst";"   13323";"    9509";"    3701";"    2543";"    1158";"     113"
"Totaal";"2018";"Hulst";"   13384";"    9700";"    3572";"    2563";"    1009";"     112"
"Totaal";"2019";"Hulst";"   13520";"    9849";"    3430";"    2573";"     857";"     241"
"Totaal";"2020";"Hulst";"   13587";"    9868";"    3557";"    2568";"     989";"     162"
"Totaal";"2021";"Hulst";"   13618";"    9943";"    3533";"    2538";"     995";"     142"
"Totaal";"2022";"Hulst";"   13628";"   10009";"    3488";"    2506";"     982";"     131"
"Totaal";"2023";"Hulst";"   13649";"   10067";"    3463";"    2478";"     985";"     119"
"Totaal";"2012";"IJsselstein";"   13726";"    8681";"    5008";"    3509";"    1499";"      37"
"Totaal";"2013";"IJsselstein";"   13857";"    8740";"    5096";"    3561";"    1535";"      21"
"Totaal";"2014";"IJsselstein";"   13968";"    8781";"    5126";"    3539";"    1587";"      61"
"Totaal";"2015";"IJsselstein";"   14006";"    8852";"    5031";"    3460";"    1571";"     123"
"Totaal";"2016";"IJsselstein";"   14169";"    9019";"    5034";"    3499";"    1535";"     116"
"Totaal";"2017";"IJsselstein";"   14319";"    8964";"    5246";"    3586";"    1660";"     109"
"Totaal";"2018";"IJsselstein";"   14344";"    8923";"    5314";"    3547";"    1767";"     107"
"Totaal";"2019";"IJsselstein";"   14377";"    9251";"    5122";"    3516";"    1606";"       4"
"Totaal";"2020";"IJsselstein";"   14407";"    9253";"    5150";"    3505";"    1645";"       4"
"Totaal";"2021";"IJsselstein";"   14444";"    9269";"    5171";"    3512";"    1659";"       4"
"Totaal";"2022";"IJsselstein";"   14467";"    9305";"    5160";"    3484";"    1676";"       2"
"Totaal";"2023";"IJsselstein";"   14533";"    9285";"    5248";"    3521";"    1727";"       0"
"Totaal";"2012";"Kaag en Braassem";"   10520";"    6740";"    3721";"    3037";"     684";"      59"
"Totaal";"2013";"Kaag en Braassem";"   10651";"    6830";"    3785";"    3014";"     771";"      36"
"Totaal";"2014";"Kaag en Braassem";"   10764";"    6816";"    3817";"    3005";"     812";"     131"
"Totaal";"2015";"Kaag en Braassem";"   10835";"    6861";"    3834";"    3024";"     810";"     140"
"Totaal";"2016";"Kaag en Braassem";"   11056";"    7011";"    3901";"    3067";"     834";"     144"
"Totaal";"2017";"Kaag en Braassem";"   11204";"    7123";"    3940";"    3062";"     878";"     141"
"Totaal";"2018";"Kaag en Braassem";"   11294";"    7276";"    3875";"    3060";"     815";"     143"
"Totaal";"2019";"Kaag en Braassem";"   11486";"    7497";"    3953";"    3170";"     783";"      36"
"Totaal";"2020";"Kaag en Braassem";"   11726";"    7692";"    4007";"    3191";"     816";"      27"
"Totaal";"2021";"Kaag en Braassem";"   11895";"    7773";"    4098";"    3208";"     890";"      24"
"Totaal";"2022";"Kaag en Braassem";"   12142";"    7935";"    4182";"    3254";"     928";"      25"
"Totaal";"2023";"Kaag en Braassem";"   12378";"    8098";"    4258";"    3343";"     915";"      22"
"Totaal";"2012";"Kampen";"   20845";"   12594";"    8081";"    5626";"    2455";"     170"
"Totaal";"2013";"Kampen";"   20887";"   12794";"    7951";"    5646";"    2305";"     142"
"Totaal";"2014";"Kampen";"   21069";"   12935";"    7955";"    5582";"    2373";"     179"
"Totaal";"2015";"Kampen";"   21149";"   13075";"    7890";"    5527";"    2363";"     184"
"Totaal";"2016";"Kampen";"   21343";"   13179";"    8025";"    5580";"    2445";"     139"
"Totaal";"2017";"Kampen";"   21535";"   13362";"    8055";"    5554";"    2501";"     118"
"Totaal";"2018";"Kampen";"   21843";"   13754";"    7943";"    5656";"    2287";"     146"
"Totaal";"2019";"Kampen";"   22097";"   14049";"    8014";"    5730";"    2284";"      34"
"Totaal";"2020";"Kampen";"   22517";"   14304";"    8204";"    5777";"    2427";"       9"
"Totaal";"2021";"Kampen";"   22785";"   14444";"    8329";"    5793";"    2536";"      12"
"Totaal";"2022";"Kampen";"   22896";"   14570";"    8316";"    5731";"    2585";"      10"
"Totaal";"2023";"Kampen";"   23340";"   14771";"    8562";"    5856";"    2706";"       7"
"Totaal";"2012";"Kapelle";"    5005";"    3795";"    1207";"     764";"     443";"       3"
"Totaal";"2013";"Kapelle";"    5055";"    3834";"    1219";"     775";"     444";"       2"
"Totaal";"2014";"Kapelle";"    5171";"    3879";"    1252";"     771";"     481";"      40"
"Totaal";"2015";"Kapelle";"    5195";"    3890";"    1261";"     779";"     482";"      44"
"Totaal";"2016";"Kapelle";"    5223";"    3922";"    1258";"     785";"     473";"      43"
"Totaal";"2017";"Kapelle";"    5275";"    3900";"    1331";"     786";"     545";"      44"
"Totaal";"2018";"Kapelle";"    5317";"    3986";"    1287";"     792";"     495";"      44"
"Totaal";"2019";"Kapelle";"    5350";"    4068";"    1261";"     797";"     464";"      21"
"Totaal";"2020";"Kapelle";"    5403";"    4107";"    1278";"     781";"     497";"      18"
"Totaal";"2021";"Kapelle";"    5459";"    4155";"    1286";"     787";"     499";"      18"
"Totaal";"2022";"Kapelle";"    5507";"    4200";"    1290";"     794";"     496";"      17"
"Totaal";"2023";"Kapelle";"    5530";"    4234";"    1277";"     800";"     477";"      19"
"Totaal";"2012";"Katwijk";"   24307";"   15608";"    8627";"    7399";"    1228";"      72"
"Totaal";"2013";"Katwijk";"   24614";"   15507";"    9018";"    7455";"    1563";"      89"
"Totaal";"2014";"Katwijk";"   25022";"   15680";"    9241";"    7366";"    1875";"     101"
"Totaal";"2015";"Katwijk";"   25491";"   16234";"    9152";"    7443";"    1709";"     105"
"Totaal";"2016";"Katwijk";"   25814";"   16495";"    9175";"    7391";"    1784";"     144"
"Totaal";"2017";"Katwijk";"   26265";"   16835";"    9239";"    7400";"    1839";"     191"
"Totaal";"2018";"Katwijk";"   26329";"   16945";"    9188";"    7329";"    1859";"     196"
"Totaal";"2019";"Katwijk";"   26724";"   17291";"    9390";"    7484";"    1906";"      43"
"Totaal";"2020";"Katwijk";"   26869";"   17405";"    9423";"    7415";"    2008";"      41"
"Totaal";"2021";"Katwijk";"   27165";"   17553";"    9586";"    7452";"    2134";"      26"
"Totaal";"2022";"Katwijk";"   27202";"   17567";"    9612";"    7475";"    2137";"      23"
"Totaal";"2023";"Katwijk";"   27444";"   17823";"    9598";"    7463";"    2135";"      23"
"Totaal";"2012";"Kerkrade";"   21338";"   12121";"    9119";"    6403";"    2716";"      98"
"Totaal";"2013";"Kerkrade";"   21387";"   12031";"    9282";"    6439";"    2843";"      74"
"Totaal";"2014";"Kerkrade";"   22468";"   12180";"    9901";"    6817";"    3084";"     387"
"Totaal";"2015";"Kerkrade";"   24014";"   12124";"   11503";"    7928";"    3575";"     387"
"Totaal";"2016";"Kerkrade";"   23967";"   12106";"   11477";"    7875";"    3602";"     384"
"Totaal";"2017";"Kerkrade";"   23883";"   12139";"   11339";"    7763";"    3576";"     405"
"Totaal";"2018";"Kerkrade";"   23904";"   12364";"   11131";"    7706";"    3425";"     409"
"Totaal";"2019";"Kerkrade";"   23679";"   12603";"   10836";"    7440";"    3396";"     240"
"Totaal";"2020";"Kerkrade";"   23771";"   12584";"   11001";"    7600";"    3401";"     186"
"Totaal";"2021";"Kerkrade";"   23937";"   12637";"   11128";"    7629";"    3499";"     172"
"Totaal";"2022";"Kerkrade";"   23998";"   12678";"   11155";"    7677";"    3478";"     165"
"Totaal";"2023";"Kerkrade";"   24167";"   12653";"   11360";"    7833";"    3527";"     154"
"Totaal";"2012";"Koggenland";"    8847";"    6887";"    1916";"     637";"    1279";"      44"
"Totaal";"2013";"Koggenland";"    8963";"    6968";"    1955";"     634";"    1321";"      40"
"Totaal";"2014";"Koggenland";"    9128";"    6978";"    2059";"     670";"    1389";"      91"
"Totaal";"2015";"Koggenland";"    9148";"    6994";"    2085";"     690";"    1395";"      69"
"Totaal";"2016";"Koggenland";"    9220";"    7023";"    2106";"     664";"    1442";"      91"
"Totaal";"2017";"Koggenland";"    9237";"    6992";"    2154";"     650";"    1504";"      91"
"Totaal";"2018";"Koggenland";"    9291";"    7009";"    2181";"     660";"    1521";"     101"
"Totaal";"2019";"Koggenland";"    9395";"    7343";"    2046";"     671";"    1375";"       6"
"Totaal";"2020";"Koggenland";"    9473";"    7409";"    2060";"     524";"    1536";"       4"
"Totaal";"2021";"Koggenland";"    9608";"    7528";"    2076";"     539";"    1537";"       4"
"Totaal";"2022";"Koggenland";"    9654";"    7589";"    2059";"     532";"    1527";"       6"
"Totaal";"2023";"Koggenland";"    9803";"    7700";"    2096";"     527";"    1569";"       7"
"Totaal";"2012";"Kollumerland en Nieuwkruisland";"    5413";"    3701";"    1701";"    1264";"     437";"      11"
"Totaal";"2013";"Kollumerland en Nieuwkruisland";"    5442";"    3729";"    1704";"    1261";"     443";"       9"
"Totaal";"2014";"Kollumerland en Nieuwkruisland";"    5461";"    3717";"    1735";"    1258";"     477";"       9"
"Totaal";"2015";"Kollumerland en Nieuwkruisland";"    5452";"    3718";"    1724";"    1242";"     482";"      10"
"Totaal";"2016";"Kollumerland en Nieuwkruisland";"    5426";"    3732";"    1681";"    1295";"     386";"      13"
