region,year,value
Broekhuizen,2012,
Broekhuizen,2013,
Broekhuizen,2014,
Broekhuizen,2015,
Broekhuizen,2016,
Broekhuizen,2017,
Broekhuizen,2018,
Broekhuizen,2019,
Broekhuizen,2020,
Broekhuizen,2021,
Broekhuizen,2022,
Broekhuizen,2023,
Broekhuizen,2024,
Bronckhorst,1997,
Bronckhorst,1998,
Bronckhorst,1999,
Bronckhorst,2000,
Bronckhorst,2001,
Bronckhorst,2002,
Bronckhorst,2003,
Bronckhorst,2004,
Bronckhorst,2005,248
Bronckhorst,2006,250
Bronckhorst,2007,272
Bronckhorst,2008,286
Bronckhorst,2009,293
Bronckhorst,2010,297
Bronckhorst,2011,293
Bronckhorst,2012,283
Bronckhorst,2013,270
Bronckhorst,2014,254
Bronckhorst,2015,243
Bronckhorst,2016,239
Bronckhorst,2017,243
Bronckhorst,2018,254
Bronckhorst,2019,272
Bronckhorst,2020,290
Bronckhorst,2021,303
Bronckhorst,2022,349
Bronckhorst,2023,419
Bronckhorst,2024,438
Brummen,1997,94
Brummen,1998,100
Brummen,1999,100
Brummen,2000,100
Brummen,2001,157
Brummen,2002,157
Brummen,2003,158
Brummen,2004,158
Brummen,2005,246
Brummen,2006,247
Brummen,2007,261
Brummen,2008,275
Brummen,2009,279
Brummen,2010,282
Brummen,2011,277
Brummen,2012,264
Brummen,2013,251
Brummen,2014,240
Brummen,2015,232
Brummen,2016,232
Brummen,2017,236
Brummen,2018,243
Brummen,2019,253
Brummen,2020,265
Brummen,2021,279
Brummen,2022,310
Brummen,2023,372
Brummen,2024,384
Brunssum,1997,65
Brunssum,1998,66
Brunssum,1999,62
Brunssum,2000,66
Brunssum,2001,109
Brunssum,2002,111
Brunssum,2003,112
Brunssum,2004,113
Brunssum,2005,143
Brunssum,2006,144
Brunssum,2007,154
Brunssum,2008,154
Brunssum,2009,154
Brunssum,2010,156
Brunssum,2011,150
Brunssum,2012,147
Brunssum,2013,141
Brunssum,2014,133
Brunssum,2015,128
Brunssum,2016,131
Brunssum,2017,135
Brunssum,2018,140
Brunssum,2019,148
Brunssum,2020,161
Brunssum,2021,172
Brunssum,2022,188
Brunssum,2023,222
Brunssum,2024,224
Budel,1997,111
Budel,1998,110
Budel,1999,
Budel,2000,
Budel,2001,
Budel,2002,
Budel,2003,
Budel,2004,
Budel,2005,
Budel,2006,
Budel,2007,
Budel,2008,
Budel,2009,
Budel,2010,
Budel,2011,
Budel,2012,
Budel,2013,
Budel,2014,
Budel,2015,
Budel,2016,
Budel,2017,
Budel,2018,
Budel,2019,
Budel,2020,
Budel,2021,
Budel,2022,
Budel,2023,
Budel,2024,
Bunnik,1997,122
Bunnik,1998,122
Bunnik,1999,122
Bunnik,2000,122
Bunnik,2001,185
Bunnik,2002,185
Bunnik,2003,186
Bunnik,2004,185
Bunnik,2005,263
Bunnik,2006,264
Bunnik,2007,286
Bunnik,2008,323
Bunnik,2009,336
Bunnik,2010,337
Bunnik,2011,327
Bunnik,2012,318
Bunnik,2013,295
Bunnik,2014,271
Bunnik,2015,272
Bunnik,2016,274
Bunnik,2017,293
Bunnik,2018,319
Bunnik,2019,350
Bunnik,2020,382
Bunnik,2021,407
Bunnik,2022,435
Bunnik,2023,530
Bunnik,2024,523
Bunschoten,1997,104
Bunschoten,1998,105
Bunschoten,1999,105
Bunschoten,2000,105
Bunschoten,2001,165
Bunschoten,2002,165
Bunschoten,2003,166
Bunschoten,2004,167
Bunschoten,2005,244
Bunschoten,2006,244
Bunschoten,2007,255
Bunschoten,2008,268
Bunschoten,2009,275
Bunschoten,2010,275
Bunschoten,2011,272
Bunschoten,2012,270
Bunschoten,2013,263
Bunschoten,2014,250
Bunschoten,2015,247
Bunschoten,2016,253
Bunschoten,2017,261
Bunschoten,2018,276
Bunschoten,2019,293
Bunschoten,2020,314
Bunschoten,2021,340
Bunschoten,2022,374
Bunschoten,2023,420
Bunschoten,2024,439
Buren,1997,94
Buren,1998,94
Buren,1999,104
Buren,2000,103
Buren,2001,179
Buren,2002,177
Buren,2003,178
Buren,2004,178
Buren,2005,272
Buren,2006,273
Buren,2007,291
Buren,2008,319
Buren,2009,331
Buren,2010,332
Buren,2011,324
Buren,2012,318
Buren,2013,298
Buren,2014,278
Buren,2015,274
Buren,2016,270
Buren,2017,276
Buren,2018,284
Buren,2019,307
Buren,2020,327
Buren,2021,345
Buren,2022,380
Buren,2023,416
Buren,2024,444
Bussum,1997,104
Bussum,1998,104
Bussum,1999,105
Bussum,2000,105
Bussum,2001,208
Bussum,2002,208
Bussum,2003,208
Bussum,2004,208
Bussum,2005,315
Bussum,2006,316
Bussum,2007,328
Bussum,2008,360
Bussum,2009,379
Bussum,2010,394
Bussum,2011,381
Bussum,2012,372
Bussum,2013,357
Bussum,2014,336
Bussum,2015,322
Bussum,2016,
Bussum,2017,
Bussum,2018,
Bussum,2019,
Bussum,2020,
Bussum,2021,
Bussum,2022,
Bussum,2023,
Bussum,2024,
Capelle aan den IJssel,1997,80
Capelle aan den IJssel,1998,81
Capelle aan den IJssel,1999,82
Capelle aan den IJssel,2000,82
Capelle aan den IJssel,2001,117
Capelle aan den IJssel,2002,117
Capelle aan den IJssel,2003,117
Capelle aan den IJssel,2004,119
Capelle aan den IJssel,2005,179
Capelle aan den IJssel,2006,180
Capelle aan den IJssel,2007,189
Capelle aan den IJssel,2008,200
Capelle aan den IJssel,2009,205
Capelle aan den IJssel,2010,203
Capelle aan den IJssel,2011,196
Capelle aan den IJssel,2012,193
Capelle aan den IJssel,2013,188
Capelle aan den IJssel,2014,176
Capelle aan den IJssel,2015,171
Capelle aan den IJssel,2016,172
Capelle aan den IJssel,2017,178
Capelle aan den IJssel,2018,189
Capelle aan den IJssel,2019,204
Capelle aan den IJssel,2020,229
Capelle aan den IJssel,2021,246
Capelle aan den IJssel,2022,270
Capelle aan den IJssel,2023,310
Capelle aan den IJssel,2024,350
Castricum,1997,99
Castricum,1998,99
Castricum,1999,99
Castricum,2000,98
Castricum,2001,168
Castricum,2002,173
Castricum,2003,174
Castricum,2004,175
Castricum,2005,264
Castricum,2006,264
Castricum,2007,280
Castricum,2008,301
Castricum,2009,308
Castricum,2010,307
Castricum,2011,298
Castricum,2012,287
Castricum,2013,277
Castricum,2014,258
Castricum,2015,251
Castricum,2016,253
Castricum,2017,266
Castricum,2018,279
Castricum,2019,313
Castricum,2020,340
Castricum,2021,370
Castricum,2022,405
Castricum,2023,478
Castricum,2024,485
Coevorden,1997,57
Coevorden,1998,71
Coevorden,1999,71
Coevorden,2000,72
Coevorden,2001,117
Coevorden,2002,117
Coevorden,2003,118
Coevorden,2004,118
Coevorden,2005,178
Coevorden,2006,178
Coevorden,2007,189
Coevorden,2008,204
Coevorden,2009,213
Coevorden,2010,213
Coevorden,2011,212
Coevorden,2012,208
Coevorden,2013,202
Coevorden,2014,191
Coevorden,2015,187
Coevorden,2016,185
Coevorden,2017,187
Coevorden,2018,192
Coevorden,2019,203
Coevorden,2020,214
Coevorden,2021,225
Coevorden,2022,250
Coevorden,2023,287
Coevorden,2024,297
Cranendonck,1997,
Cranendonck,1998,
Cranendonck,1999,110
Cranendonck,2000,111
Cranendonck,2001,175
Cranendonck,2002,175
Cranendonck,2003,175
Cranendonck,2004,176
Cranendonck,2005,251
Cranendonck,2006,251
Cranendonck,2007,261
Cranendonck,2008,281
Cranendonck,2009,286
Cranendonck,2010,287
Cranendonck,2011,273
Cranendonck,2012,267
Cranendonck,2013,252
Cranendonck,2014,240
Cranendonck,2015,231
Cranendonck,2016,233
Cranendonck,2017,237
Cranendonck,2018,244
Cranendonck,2019,262
Cranendonck,2020,279
Cranendonck,2021,296
Cranendonck,2022,328
Cranendonck,2023,354
Cranendonck,2024,372
Cromstrijen,1997,91
Cromstrijen,1998,91
Cromstrijen,1999,92
Cromstrijen,2000,92
Cromstrijen,2001,140
Cromstrijen,2002,141
Cromstrijen,2003,143
Cromstrijen,2004,144
Cromstrijen,2005,217
Cromstrijen,2006,219
Cromstrijen,2007,243
Cromstrijen,2008,258
Cromstrijen,2009,268
Cromstrijen,2010,270
Cromstrijen,2011,262
Cromstrijen,2012,258
Cromstrijen,2013,251
Cromstrijen,2014,237
Cromstrijen,2015,229
Cromstrijen,2016,231
Cromstrijen,2017,231
Cromstrijen,2018,238
Cromstrijen,2019,
Cromstrijen,2020,
Cromstrijen,2021,
Cromstrijen,2022,
Cromstrijen,2023,
Cromstrijen,2024,
Cuijk,1997,84
Cuijk,1998,85
Cuijk,1999,86
Cuijk,2000,85
Cuijk,2001,138
Cuijk,2002,138
Cuijk,2003,139
Cuijk,2004,140
Cuijk,2005,207
Cuijk,2006,208
Cuijk,2007,227
Cuijk,2008,241
Cuijk,2009,248
Cuijk,2010,248
Cuijk,2011,236
Cuijk,2012,232
Cuijk,2013,226
Cuijk,2014,212
Cuijk,2015,204
Cuijk,2016,200
Cuijk,2017,205
Cuijk,2018,211
Cuijk,2019,225
Cuijk,2020,238
Cuijk,2021,256
Cuijk,2022,
Cuijk,2023,
Cuijk,2024,
Culemborg,1997,94
Culemborg,1998,95
Culemborg,1999,94
Culemborg,2000,94
Culemborg,2001,135
Culemborg,2002,136
Culemborg,2003,136
Culemborg,2004,138
Culemborg,2005,203
Culemborg,2006,204
Culemborg,2007,223
Culemborg,2008,242
Culemborg,2009,247
Culemborg,2010,251
Culemborg,2011,247
Culemborg,2012,244
Culemborg,2013,236
Culemborg,2014,219
Culemborg,2015,213
Culemborg,2016,214
Culemborg,2017,216
Culemborg,2018,223
Culemborg,2019,235
Culemborg,2020,253
Culemborg,2021,275
Culemborg,2022,309
Culemborg,2023,369
Culemborg,2024,388
Dalen,1997,79
Dalen,1998,
Dalen,1999,
Dalen,2000,
Dalen,2001,
Dalen,2002,
Dalen,2003,
Dalen,2004,
Dalen,2005,
Dalen,2006,
Dalen,2007,
Dalen,2008,
Dalen,2009,
Dalen,2010,
Dalen,2011,
Dalen,2012,
Dalen,2013,
Dalen,2014,
Dalen,2015,
Dalen,2016,
Dalen,2017,
Dalen,2018,
Dalen,2019,
Dalen,2020,
Dalen,2021,
Dalen,2022,
Dalen,2023,
Dalen,2024,
Dalfsen,1997,84
Dalfsen,1998,84
Dalfsen,1999,85
Dalfsen,2000,85
Dalfsen,2001,160
Dalfsen,2002,161
Dalfsen,2003,162
Dalfsen,2004,162
Dalfsen,2005,251
Dalfsen,2006,251
Dalfsen,2007,270
Dalfsen,2008,288
Dalfsen,2009,296
Dalfsen,2010,295
Dalfsen,2011,291
Dalfsen,2012,283
Dalfsen,2013,271
Dalfsen,2014,255
Dalfsen,2015,247
Dalfsen,2016,251
Dalfsen,2017,276
Dalfsen,2018,272
Dalfsen,2019,294
Dalfsen,2020,312
Dalfsen,2021,329
Dalfsen,2022,356
Dalfsen,2023,399
Dalfsen,2024,430
Dantumadeel,1997,70
Dantumadeel,1998,71
Dantumadeel,1999,71
Dantumadeel,2000,72
Dantumadeel,2001,103
Dantumadeel,2002,103
Dantumadeel,2003,104
Dantumadeel,2004,105
Dantumadeel,2005,163
Dantumadeel,2006,164
Dantumadeel,2007,177
Dantumadeel,2008,192
Dantumadeel,2009,
Dantumadeel,2010,
Dantumadeel,2011,
Dantumadeel,2012,
Dantumadeel,2013,
Dantumadeel,2014,
Dantumadeel,2015,
Dantumadeel,2016,
Dantumadeel,2017,
Dantumadeel,2018,
Dantumadeel,2019,
Dantumadeel,2020,
Dantumadeel,2021,
Dantumadeel,2022,
Dantumadeel,2023,
Dantumadeel,2024,
Dantumadiel,1997,
Dantumadiel,1998,
Dantumadiel,1999,
Dantumadiel,2000,
Dantumadiel,2001,
Dantumadiel,2002,
Dantumadiel,2003,
Dantumadiel,2004,
Dantumadiel,2005,
Dantumadiel,2006,
Dantumadiel,2007,
Dantumadiel,2008,
Dantumadiel,2009,199
Dantumadiel,2010,200
Dantumadiel,2011,198
Dantumadiel,2012,195
Dantumadiel,2013,181
Dantumadiel,2014,168
Dantumadiel,2015,163
Dantumadiel,2016,165
Dantumadiel,2017,169
Dantumadiel,2018,174
Dantumadiel,2019,184
Dantumadiel,2020,193
Dantumadiel,2021,214
Dantumadiel,2022,247
Dantumadiel,2023,291
Dantumadiel,2024,309
De Bilt,1997,125
De Bilt,1998,125
De Bilt,1999,126
De Bilt,2000,126
De Bilt,2001,218
De Bilt,2002,218
De Bilt,2003,219
De Bilt,2004,219
De Bilt,2005,324
De Bilt,2006,326
De Bilt,2007,344
De Bilt,2008,374
De Bilt,2009,392
De Bilt,2010,393
De Bilt,2011,384
De Bilt,2012,378
De Bilt,2013,361
De Bilt,2014,337
De Bilt,2015,325
De Bilt,2016,327
De Bilt,2017,340
De Bilt,2018,359
De Bilt,2019,394
De Bilt,2020,421
De Bilt,2021,446
De Bilt,2022,473
De Bilt,2023,580
De Bilt,2024,580
De Friese Meren,1997,
De Friese Meren,1998,
De Friese Meren,1999,
De Friese Meren,2000,
De Friese Meren,2001,
De Friese Meren,2002,
De Friese Meren,2003,
De Friese Meren,2004,
De Friese Meren,2005,
De Friese Meren,2006,
De Friese Meren,2007,
De Friese Meren,2008,
De Friese Meren,2009,
De Friese Meren,2010,
De Friese Meren,2011,
De Friese Meren,2012,
De Friese Meren,2013,
De Friese Meren,2014,204
De Friese Meren,2015,195
De Friese Meren,2016,
De Friese Meren,2017,
De Friese Meren,2018,
De Friese Meren,2019,
De Friese Meren,2020,
De Friese Meren,2021,
De Friese Meren,2022,
De Friese Meren,2023,
De Friese Meren,2024,
De Fryske Marren,1997,
De Fryske Marren,1998,
De Fryske Marren,1999,
De Fryske Marren,2000,
De Fryske Marren,2001,
De Fryske Marren,2002,
De Fryske Marren,2003,
De Fryske Marren,2004,
De Fryske Marren,2005,
De Fryske Marren,2006,
De Fryske Marren,2007,
De Fryske Marren,2008,
De Fryske Marren,2009,
De Fryske Marren,2010,
De Fryske Marren,2011,
De Fryske Marren,2012,
De Fryske Marren,2013,
De Fryske Marren,2014,
De Fryske Marren,2015,
De Fryske Marren,2016,193
De Fryske Marren,2017,197
De Fryske Marren,2018,205
De Fryske Marren,2019,227
De Fryske Marren,2020,239
De Fryske Marren,2021,258
De Fryske Marren,2022,283
De Fryske Marren,2023,323
De Fryske Marren,2024,341
De Lier,1997,98
De Lier,1998,99
De Lier,1999,100
De Lier,2000,101
De Lier,2001,149
De Lier,2002,
De Lier,2003,
De Lier,2004,
De Lier,2005,
De Lier,2006,
De Lier,2007,
De Lier,2008,
De Lier,2009,
De Lier,2010,
De Lier,2011,
De Lier,2012,
De Lier,2013,
De Lier,2014,
De Lier,2015,
De Lier,2016,
De Lier,2017,
De Lier,2018,
De Lier,2019,
De Lier,2020,
De Lier,2021,
De Lier,2022,
De Lier,2023,
De Lier,2024,
De Marne,1997,46
De Marne,1998,47
De Marne,1999,47
De Marne,2000,47
De Marne,2001,80
De Marne,2002,80
De Marne,2003,81
De Marne,2004,81
De Marne,2005,128
De Marne,2006,128
De Marne,2007,144
De Marne,2008,157
De Marne,2009,164
De Marne,2010,161
De Marne,2011,160
De Marne,2012,159
De Marne,2013,156
De Marne,2014,145
De Marne,2015,142
De Marne,2016,140
De Marne,2017,139
De Marne,2018,142
De Marne,2019,
De Marne,2020,
De Marne,2021,
De Marne,2022,
De Marne,2023,
De Marne,2024,
De Ronde Venen,1997,117
De Ronde Venen,1998,117
De Ronde Venen,1999,113
De Ronde Venen,2000,114
De Ronde Venen,2001,184
De Ronde Venen,2002,185
De Ronde Venen,2003,185
De Ronde Venen,2004,186
De Ronde Venen,2005,273
De Ronde Venen,2006,270
De Ronde Venen,2007,295
De Ronde Venen,2008,310
De Ronde Venen,2009,317
De Ronde Venen,2010,319
De Ronde Venen,2011,337
De Ronde Venen,2012,330
De Ronde Venen,2013,315
De Ronde Venen,2014,300
De Ronde Venen,2015,299
De Ronde Venen,2016,302
De Ronde Venen,2017,313
De Ronde Venen,2018,322
De Ronde Venen,2019,348
De Ronde Venen,2020,378
De Ronde Venen,2021,399
De Ronde Venen,2022,440
De Ronde Venen,2023,516
De Ronde Venen,2024,516
De Wijk,1997,77
De Wijk,1998,
De Wijk,1999,
De Wijk,2000,
De Wijk,2001,
De Wijk,2002,
De Wijk,2003,
De Wijk,2004,
De Wijk,2005,
De Wijk,2006,
De Wijk,2007,
De Wijk,2008,
De Wijk,2009,
De Wijk,2010,
De Wijk,2011,
De Wijk,2012,
De Wijk,2013,
De Wijk,2014,
De Wijk,2015,
De Wijk,2016,
De Wijk,2017,
De Wijk,2018,
De Wijk,2019,
De Wijk,2020,
De Wijk,2021,
De Wijk,2022,
De Wijk,2023,
De Wijk,2024,
De Wolden,1997,
De Wolden,1998,91
De Wolden,1999,92
De Wolden,2000,93
De Wolden,2001,158
De Wolden,2002,159
De Wolden,2003,160
De Wolden,2004,160
De Wolden,2005,236
De Wolden,2006,237
De Wolden,2007,262
De Wolden,2008,277
De Wolden,2009,286
De Wolden,2010,288
De Wolden,2011,281
De Wolden,2012,274
De Wolden,2013,264
De Wolden,2014,251
De Wolden,2015,243
De Wolden,2016,242
De Wolden,2017,252
De Wolden,2018,256
De Wolden,2019,266
De Wolden,2020,279
De Wolden,2021,294
De Wolden,2022,325
De Wolden,2023,378
De Wolden,2024,396
Delft,1997,65
Delft,1998,64
Delft,1999,65
Delft,2000,65
Delft,2001,114
Delft,2002,114
Delft,2003,115
Delft,2004,115
Delft,2005,172
Delft,2006,171
Delft,2007,179
Delft,2008,191
Delft,2009,197
Delft,2010,198
Delft,2011,195
Delft,2012,196
Delft,2013,190
Delft,2014,181
Delft,2015,177
Delft,2016,179
Delft,2017,192
Delft,2018,191
Delft,2019,211
Delft,2020,241
Delft,2021,263
Delft,2022,288
Delft,2023,322
Delft,2024,336
Delfzijl,1997,47
Delfzijl,1998,47
Delfzijl,1999,48
Delfzijl,2000,49
Delfzijl,2001,77
Delfzijl,2002,77
Delfzijl,2003,78
Delfzijl,2004,78
Delfzijl,2005,116
Delfzijl,2006,118
Delfzijl,2007,133
Delfzijl,2008,144
Delfzijl,2009,148
Delfzijl,2010,148
Delfzijl,2011,145
Delfzijl,2012,142
Delfzijl,2013,138
Delfzijl,2014,131
Delfzijl,2015,124
Delfzijl,2016,121
Delfzijl,2017,121
Delfzijl,2018,126
Delfzijl,2019,131
Delfzijl,2020,138
Delfzijl,2021,
Delfzijl,2022,
Delfzijl,2023,
Delfzijl,2024,
Den Ham,1997,81
Den Ham,1998,81
Den Ham,1999,81
Den Ham,2000,82
Den Ham,2001,
Den Ham,2002,
Den Ham,2003,
Den Ham,2004,
Den Ham,2005,
Den Ham,2006,
Den Ham,2007,
Den Ham,2008,
Den Ham,2009,
Den Ham,2010,
Den Ham,2011,
Den Ham,2012,
Den Ham,2013,
Den Ham,2014,
Den Ham,2015,
Den Ham,2016,
Den Ham,2017,
Den Ham,2018,
Den Ham,2019,
Den Ham,2020,
Den Ham,2021,
Den Ham,2022,
Den Ham,2023,
Den Ham,2024,
Den Helder,1997,50
Den Helder,1998,50
Den Helder,1999,51
Den Helder,2000,51
Den Helder,2001,83
Den Helder,2002,83
Den Helder,2003,84
Den Helder,2004,84
Den Helder,2005,144
Den Helder,2006,145
Den Helder,2007,153
Den Helder,2008,163
Den Helder,2009,163
Den Helder,2010,162
Den Helder,2011,162
Den Helder,2012,159
Den Helder,2013,155
Den Helder,2014,147
Den Helder,2015,142
Den Helder,2016,142
Den Helder,2017,142
Den Helder,2018,146
Den Helder,2019,153
Den Helder,2020,161
Den Helder,2021,171
Den Helder,2022,185
Den Helder,2023,223
Den Helder,2024,242
Denekamp,1997,101
Denekamp,1998,101
Denekamp,1999,101
Denekamp,2000,102
Denekamp,2001,155
Denekamp,2002,
Denekamp,2003,
Denekamp,2004,
Denekamp,2005,
Denekamp,2006,
Denekamp,2007,
Denekamp,2008,
Denekamp,2009,
Denekamp,2010,
Denekamp,2011,
Denekamp,2012,
Denekamp,2013,
Denekamp,2014,
Denekamp,2015,
Denekamp,2016,
Denekamp,2017,
Denekamp,2018,
Denekamp,2019,
Denekamp,2020,
Denekamp,2021,
Denekamp,2022,
Denekamp,2023,
Denekamp,2024,
Deurne,1997,97
Deurne,1998,96
Deurne,1999,96
Deurne,2000,96
Deurne,2001,163
Deurne,2002,164
Deurne,2003,165
Deurne,2004,167
Deurne,2005,251
Deurne,2006,252
Deurne,2007,269
Deurne,2008,294
Deurne,2009,309
Deurne,2010,311
Deurne,2011,302
Deurne,2012,290
Deurne,2013,277
Deurne,2014,255
Deurne,2015,241
Deurne,2016,240
Deurne,2017,275
Deurne,2018,252
Deurne,2019,275
Deurne,2020,297
Deurne,2021,304
Deurne,2022,340
Deurne,2023,387
Deurne,2024,397
Deventer,1997,59
Deventer,1998,63
Deventer,1999,70
Deventer,2000,70
Deventer,2001,108
Deventer,2002,109
Deventer,2003,111
Deventer,2004,111
Deventer,2005,177
Deventer,2006,178
Deventer,2007,191
Deventer,2008,199
Deventer,2009,208
Deventer,2010,212
Deventer,2011,210
Deventer,2012,206
Deventer,2013,200
Deventer,2014,191
Deventer,2015,184
Deventer,2016,183
Deventer,2017,187
Deventer,2018,194
Deventer,2019,210
Deventer,2020,225
Deventer,2021,242
Deventer,2022,272
Deventer,2023,324
Deventer,2024,342
Didam,1997,96
Didam,1998,96
Didam,1999,97
Didam,2000,98
Didam,2001,161
Didam,2002,
Didam,2003,
Didam,2004,
Didam,2005,
Didam,2006,
Didam,2007,
Didam,2008,
Didam,2009,
Didam,2010,
Didam,2011,
Didam,2012,
Didam,2013,
Didam,2014,
Didam,2015,
Didam,2016,
Didam,2017,
Didam,2018,
Didam,2019,
Didam,2020,
Didam,2021,
Didam,2022,
Didam,2023,
Didam,2024,
Diemen,1997,89
Diemen,1998,89
Diemen,1999,89
Diemen,2000,89
Diemen,2001,151
Diemen,2002,151
Diemen,2003,151
Diemen,2004,151
Diemen,2005,223
Diemen,2006,222
Diemen,2007,229
Diemen,2008,245
Diemen,2009,242
Diemen,2010,243
Diemen,2011,239
Diemen,2012,236
Diemen,2013,230
Diemen,2014,201
Diemen,2015,201
Diemen,2016,203
Diemen,2017,206
Diemen,2018,235
Diemen,2019,275
Diemen,2020,307
Diemen,2021,330
Diemen,2022,365
Diemen,2023,429
Diemen,2024,428
Diepenheim,1997,94
Diepenheim,1998,94
Diepenheim,1999,95
Diepenheim,2000,96
Diepenheim,2001,
Diepenheim,2002,
Diepenheim,2003,
Diepenheim,2004,
Diepenheim,2005,
Diepenheim,2006,
Diepenheim,2007,
Diepenheim,2008,
Diepenheim,2009,
Diepenheim,2010,
Diepenheim,2011,
Diepenheim,2012,
Diepenheim,2013,
Diepenheim,2014,
Diepenheim,2015,
Diepenheim,2016,
Diepenheim,2017,
Diepenheim,2018,
Diepenheim,2019,
Diepenheim,2020,
Diepenheim,2021,
Diepenheim,2022,
Diepenheim,2023,
Diepenheim,2024,
Diepenveen,1997,120
Diepenveen,1998,120
Diepenveen,1999,
Diepenveen,2000,
Diepenveen,2001,
Diepenveen,2002,
Diepenveen,2003,
Diepenveen,2004,
Diepenveen,2005,
Diepenveen,2006,
Diepenveen,2007,
Diepenveen,2008,
Diepenveen,2009,
Diepenveen,2010,
Diepenveen,2011,
Diepenveen,2012,
Diepenveen,2013,
Diepenveen,2014,
Diepenveen,2015,
Diepenveen,2016,
Diepenveen,2017,
Diepenveen,2018,
Diepenveen,2019,
Diepenveen,2020,
Diepenveen,2021,
Diepenveen,2022,
Diepenveen,2023,
Diepenveen,2024,
Diever,1997,78
Diever,1998,
Diever,1999,
Diever,2000,
Diever,2001,
Diever,2002,
Diever,2003,
Diever,2004,
Diever,2005,
Diever,2006,
Diever,2007,
Diever,2008,
Diever,2009,
Diever,2010,
Diever,2011,
Diever,2012,
Diever,2013,
Diever,2014,
Diever,2015,
Diever,2016,
Diever,2017,
Diever,2018,
Diever,2019,
Diever,2020,
Diever,2021,
Diever,2022,
Diever,2023,
Diever,2024,
Dinkelland,1997,
Dinkelland,1998,
Dinkelland,1999,
Dinkelland,2000,
Dinkelland,2001,
Dinkelland,2002,
Dinkelland,2003,156
Dinkelland,2004,158
Dinkelland,2005,240
Dinkelland,2006,240
Dinkelland,2007,258
Dinkelland,2008,274
Dinkelland,2009,283
Dinkelland,2010,283
Dinkelland,2011,278
Dinkelland,2012,271
Dinkelland,2013,262
Dinkelland,2014,247
Dinkelland,2015,240
Dinkelland,2016,239
Dinkelland,2017,246
Dinkelland,2018,254
Dinkelland,2019,284
Dinkelland,2020,298
Dinkelland,2021,312
Dinkelland,2022,340
Dinkelland,2023,379
Dinkelland,2024,413
Dinxperlo,1997,93
Dinxperlo,1998,93
Dinxperlo,1999,94
Dinxperlo,2000,95
Dinxperlo,2001,149
Dinxperlo,2002,
Dinxperlo,2003,
Dinxperlo,2004,
Dinxperlo,2005,
Dinxperlo,2006,
Dinxperlo,2007,
Dinxperlo,2008,
Dinxperlo,2009,
Dinxperlo,2010,
Dinxperlo,2011,
Dinxperlo,2012,
Dinxperlo,2013,
Dinxperlo,2014,
Dinxperlo,2015,
Dinxperlo,2016,
Dinxperlo,2017,
Dinxperlo,2018,
Dinxperlo,2019,
Dinxperlo,2020,
Dinxperlo,2021,
Dinxperlo,2022,
Dinxperlo,2023,
Dinxperlo,2024,
Dirksland,1997,78
Dirksland,1998,79
Dirksland,1999,80
Dirksland,2000,80
Dirksland,2001,120
Dirksland,2002,120
Dirksland,2003,121
Dirksland,2004,120
Dirksland,2005,179
Dirksland,2006,180
Dirksland,2007,208
Dirksland,2008,225
Dirksland,2009,234
Dirksland,2010,237
Dirksland,2011,228
Dirksland,2012,225
Dirksland,2013,
Dirksland,2014,
Dirksland,2015,
Dirksland,2016,
Dirksland,2017,
Dirksland,2018,
Dirksland,2019,
Dirksland,2020,
Dirksland,2021,
Dirksland,2022,
Dirksland,2023,
Dirksland,2024,
Dodewaard,1997,91
Dodewaard,1998,91
Dodewaard,1999,94
Dodewaard,2000,94
Dodewaard,2001,158
Dodewaard,2002,
Dodewaard,2003,
Dodewaard,2004,
Dodewaard,2005,
Dodewaard,2006,
Dodewaard,2007,
Dodewaard,2008,
Dodewaard,2009,
Dodewaard,2010,
Dodewaard,2011,
Dodewaard,2012,
Dodewaard,2013,
Dodewaard,2014,
Dodewaard,2015,
Dodewaard,2016,
Dodewaard,2017,
Dodewaard,2018,
Dodewaard,2019,
Dodewaard,2020,
Dodewaard,2021,
Dodewaard,2022,
Dodewaard,2023,
Dodewaard,2024,
Doesburg,1997,64
Doesburg,1998,64
Doesburg,1999,66
Doesburg,2000,67
Doesburg,2001,132
Doesburg,2002,132
Doesburg,2003,132
Doesburg,2004,132
Doesburg,2005,194
Doesburg,2006,198
Doesburg,2007,209
Doesburg,2008,222
Doesburg,2009,223
Doesburg,2010,228
Doesburg,2011,215
Doesburg,2012,209
Doesburg,2013,201
Doesburg,2014,190
Doesburg,2015,183
Doesburg,2016,184
Doesburg,2017,185
Doesburg,2018,190
Doesburg,2019,199
Doesburg,2020,211
Doesburg,2021,229
Doesburg,2022,253
Doesburg,2023,287
Doesburg,2024,298
Doetinchem,1997,85
Doetinchem,1998,86
Doetinchem,1999,86
Doetinchem,2000,86
Doetinchem,2001,127
Doetinchem,2002,129
Doetinchem,2003,130
Doetinchem,2004,130
Doetinchem,2005,201
Doetinchem,2006,201
Doetinchem,2007,219
Doetinchem,2008,232
Doetinchem,2009,237
Doetinchem,2010,237
Doetinchem,2011,229
Doetinchem,2012,221
Doetinchem,2013,209
Doetinchem,2014,194
Doetinchem,2015,183
Doetinchem,2016,186
Doetinchem,2017,189
Doetinchem,2018,194
Doetinchem,2019,209
Doetinchem,2020,220
Doetinchem,2021,235
Doetinchem,2022,259
Doetinchem,2023,303
Doetinchem,2024,313
Dongen,1997,99
